reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
5ad042fa-7453-455c-bb80-ba15d22969ed,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi sudah bagus, kekurangan nya ada 1 : gratis ongkir nya sulit, kebanyakan kenak ongkir rata rata 2 : barang yg bisa cod sangat sedikit 3 : akun dana dari krmaren gak bisa di taut kan ke tokopedia, tolong segera di perbaiki",5,281,3.303.0,2025-03-15 15:03:55,"Terima kasih sudah mempercayakan Tokopedia sebagai tempat bertransaksi online pilihan Toppers. Jika ada kritik/saran, atau kendala pada aplikasi Tokopedia, silakan hubungi Tokopedia Care melalui http://tokopedia.com/help ya. Yuk transaksi lagi karena semua Ada dan Bisa di Tokopedia!",2025-03-15 15:27:03,3.303.0
1d8f5958-2285-4cd3-9cc1-050d59051c1b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Banyak diskon dan promo, entah krn pengguna baru atau enggak gtw gue. Ongkirnya ga mahal mahal sama biaya penanganan murah gak menggemuk kayak diaplikasi orange. UI bagus dan mudah difahami. 2 minggu menggunakan aplikasi ini sudah nyaman",5,135,3.297.0,2025-02-10 02:00:01,"Hi Toppers, terima kasih untuk rating dan ulasan baiknya, ya! Kami akan terus meningkatkan performa aplikasi, fitur serta layanan agar bisa memberikan pengalaman bertransaksi terbaik bagi semua pengguna. Yuk tingkatkan terus transaksi kamu!",2025-02-10 02:27:07,3.297.0
77b1a618-3bf8-418b-a39b-810c633f06b3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"produk variatif, tampilan aplikasi memudahkan. saya harap terus ada peningkatan aplikasi semakin baik dan memudahkan sekaligus ada perbaikan bug apabila ditemukan. sukses terus Tokopedia",5,54,3.297.0,2025-01-30 11:58:19,"Hi Toppers, terima kasih untuk rating dan ulasan baiknya, ya! Kami akan terus meningkatkan performa aplikasi, fitur serta layanan agar bisa memberikan pengalaman bertransaksi terbaik bagi semua pengguna. Yuk tingkatkan terus transaksi kamu!",2025-01-30 12:27:04,3.297.0
47e8f9e7-8849-4d4e-a205-cef1ce198e5a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"baru bikin rating, udh make toped dari lama karena lebih lengkap utk produk rilisan baru yg pre order ketimbang toko online lainnya, kalau bisa sih satu tahun sekali kasih voucher diatas 100 ribu dengan 100% kalau bisa hehehe.",5,2,3.305.0,2025-03-30 15:29:32,"Hi Toppers, terima kasih untuk rating dan ulasan baiknya, ya! Kami akan terus meningkatkan performa aplikasi, fitur serta layanan agar bisa memberikan pengalaman bertransaksi terbaik bagi semua pengguna. Yuk tingkatkan terus transaksi kamu!",2025-03-30 16:07:05,3.305.0
19a88a7e-9bd1-4f6a-9866-e0e412723903,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saran untuk developer , tolong upayakan ekpedisi pengirimannya supaya bisa dipercepat layanannya... karena paket yang dikirim tidak hanya benda mati, tapi juga ada makhluk hidup... kasihan seller maupun buyer apabila pesanan paketnya terjadi hal yang tidak diinginkan karena terlalu lama proses pengiriman paketnya... terimakasih",5,0,3.305.0,2025-04-10 02:06:08,"Toppers, terima kasih atas rating yang kamu berikan serta kepercayaan kamu dalam memilih Tokopedia sebagai tempat berbelanja online. Jika kamu punya kritik/saran, atau ada kendala pada aplikasi Tokopedia, silakan info melalui http://tokopedia.com/help",2025-04-10 02:27:05,3.305.0
0b691ee9-9701-4a6b-9111-282bd76a814c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"baru pertama kali pakai app ini,semoga amanah & baik para pedagangnya,tidak banyak penipu seperti app sebelah serupa dengan ini,mestinya app seperti ini buat para pedagang saat buat akun pakai KTP & KK +verifikasi wajah,jika konsumen merasa dirugikan pedagang tak amanah bisa kena sanksi tak bisa berjualan di semua app online/masuk meja hijau,apabila terbukti berdagang tidak amanah. itu baru aman untuk semua App online seperti ini. ini sekedar masukan saja,untuk kebaikan bersama✌️",5,1,3.305.0,2025-04-02 00:35:36,"Terima kasih sudah mempercayakan Tokopedia sebagai tempat bertransaksi online pilihan Toppers. Jika ada kritik/saran, atau kendala pada aplikasi Tokopedia, silakan hubungi Tokopedia Care melalui http://tokopedia.com/help ya. Yuk transaksi lagi karena semua Ada dan Bisa di Tokopedia!",2025-04-02 01:07:08,3.305.0
b284af5c-bda4-4b70-8569-fd7df7ea1bec,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kerenlah pokoknya tokped. banyak diskonnya. ajukan komplain gampang. pusat bantuannya fast respon. jadi gampang laporannya ga takut uang hilang kalau ada toko mau tipu2, asal punya video unboxing aja. Semoga tokped semakin tegas sm akun2 penipu, biar ga banyak makan korban. biar belanja tambah nyaman.",5,0,3.305.0,2025-04-07 17:34:45,"Hi Toppers, terima kasih untuk rating dan ulasan baiknya, ya! Kami akan terus meningkatkan performa aplikasi, fitur serta layanan agar bisa memberikan pengalaman bertransaksi terbaik bagi semua pengguna. Yuk tingkatkan terus transaksi kamu!",2025-04-07 18:07:08,3.305.0
a3c0a8d4-ae2d-4044-8a4d-552f5b405a8b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mohon untuk tokped agar membenahi sellernya, banyak yang gak aktif/respon lama. Selain itu fitur gratis ongkir juga jangan hanya JNE saja, lama sekali layanan kirim expedisi ini.",5,0,3.305.0,2025-04-07 10:43:57,"Hi Toppers, terima kasih untuk rating dan ulasan baiknya, ya! Kami akan terus meningkatkan performa aplikasi, fitur serta layanan agar bisa memberikan pengalaman bertransaksi terbaik bagi semua pengguna. Yuk tingkatkan terus transaksi kamu!",2025-04-07 11:07:01,3.305.0
059f772f-27eb-47af-8521-90f20e97cd6d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sukak, sejauh ini meskipun ongkir mahal dia pengiriman nya cepet dan pihak² ekspedisi nya gesit, admin olshop nya kalo ngirim barang juga di hari pemesanan itu juga, semoga tetap kek gini ya Tokopedia!! lopyu 🫰🏻😻",5,0,3.305.0,2025-04-10 05:11:31,"Hi Toppers, terima kasih untuk rating dan ulasan baiknya, ya! Kami akan terus meningkatkan performa aplikasi, fitur serta layanan agar bisa memberikan pengalaman bertransaksi terbaik bagi semua pengguna. Yuk tingkatkan terus transaksi kamu!",2025-04-10 05:47:05,3.305.0
289998f2-cf6d-4a29-b819-e65db9f28d77,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tepat 5 tahun menjadi user tokped, selama ini tidak ada kendala, walau via pengiriman relatif cepat dan lambat menurut saya tidak masalah, tetapi untuk pelayanan dan fitur tokped bisa berbenah dalam adanya bug atau masalah yg ada, selebihnya baik"" saja, semoga sukses selalu tokopediaku❤️‍🩹",5,27,3.305.0,2025-03-26 16:51:50,"Toppers, terima kasih atas rating yang kamu berikan serta kepercayaan kamu dalam memilih Tokopedia sebagai tempat berbelanja online. Jika kamu punya kritik/saran, atau ada kendala pada aplikasi Tokopedia, silakan info melalui http://tokopedia.com/help",2025-03-26 17:27:01,3.305.0
81880c0b-660f-4c10-83ea-b1cdd28bde98,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,beberapa hari yang lalu ada sedikit kendala dipengaturan stok. Alhamdulillah sekarang normal kembali. kami sangat berterima kasih kepada Tokopedia. semoga tetap bermanfaat bagi kami semua dan bagi Tokopedia,5,0,3.305.0,2025-04-08 08:17:30,"Toppers, terima kasih atas rating yang kamu berikan serta kepercayaan kamu dalam memilih Tokopedia sebagai tempat berbelanja online. Jika kamu punya kritik/saran, atau ada kendala pada aplikasi Tokopedia, silakan info melalui http://tokopedia.com/help",2025-04-08 08:47:08,3.305.0
6b2c6a57-bfd7-4f51-87b1-31d94cf281f1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tokoped sudah berlangganan sangat lama,dan semoga playanannya lebih baik lagi,dan prodak prodaknya dipilter,menjadi prodak unggulan dipasaran, biar meminimalisir kekecewaan planggannya,dan tidak ada rasa kawatir bagi orang yg mau berblanja onlean.Tks",5,0,3.305.0,2025-03-29 22:32:37,"Hi Toppers, terima kasih untuk rating dan ulasan baiknya, ya! Kami akan terus meningkatkan performa aplikasi, fitur serta layanan agar bisa memberikan pengalaman bertransaksi terbaik bagi semua pengguna. Yuk tingkatkan terus transaksi kamu!",2025-03-29 23:07:01,3.305.0
174d9699-73f7-4815-b7be-7b51743d6b0a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mohon maaf ni. apakah Tokopedia sedang gangguan? saat saya cari kata kunci produk data tidak di temukan trus menerus. saya cek internet saya aman aja. tp tetep tidak keluar data yang di inginkan saat pencarian. mohon di cek,5,0,3.305.0,2025-04-04 17:40:32,"Toppers, terima kasih atas rating yang kamu berikan serta kepercayaan kamu dalam memilih Tokopedia sebagai tempat berbelanja online. Jika kamu punya kritik/saran, atau ada kendala pada aplikasi Tokopedia, silakan info melalui http://tokopedia.com/help",2025-04-04 18:07:05,3.305.0
927aad5d-c2e5-47b8-8ff2-4808fdee6d0a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tokopedia sangat bagus dan gampang di gunakan,cuma sekarang2 ini kalo milih harga dari murah ke mahal malah ngacak harganya ga ngurut dari yg paling murah knp ya?",5,0,3.305.0,2025-04-08 12:12:29,"Hi Toppers, terima kasih untuk rating dan ulasan baiknya, ya! Kami akan terus meningkatkan performa aplikasi, fitur serta layanan agar bisa memberikan pengalaman bertransaksi terbaik bagi semua pengguna. Yuk tingkatkan terus transaksi kamu!",2025-04-08 12:47:26,3.305.0
2f8bcb29-a4dc-4b08-9188-10dbb96f689c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bagus si cuma ituu dana refundnya kenapa ga bisa masuk rekening ku huhuhu, ini seharusnya toko toko kalo stok habis ada tulisannya, ini ga ada samsek, tb tb abis bayar, kecancel langsung.",5,0,3.305.0,2025-04-11 02:06:55,"Terima kasih sudah mempercayakan Tokopedia sebagai tempat bertransaksi online pilihan Toppers. Jika ada kritik/saran, atau kendala pada aplikasi Tokopedia, silakan hubungi Tokopedia Care melalui http://tokopedia.com/help ya. Yuk transaksi lagi karena semua Ada dan Bisa di Tokopedia!",2025-04-11 02:27:01,3.305.0
49e44517-515f-4e8a-abe2-78a114a44298,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi oke, mudah diakses dan digunakan, cuman satu mohon diperbaiki untuk pengecekan history terlalu lama bafwering nmau sinyal kuat/tidak lama untuk buka ke history pngiriman",5,0,3.298.0,2025-03-18 06:00:25,"Terima kasih sudah mempercayakan Tokopedia sebagai tempat bertransaksi online pilihan Toppers. Jika ada kritik/saran, atau kendala pada aplikasi Tokopedia, silakan hubungi Tokopedia Care melalui http://tokopedia.com/help ya. Yuk transaksi lagi karena semua Ada dan Bisa di Tokopedia!",2025-03-18 06:27:01,3.298.0
51e9d26d-c526-4767-b7a6-a6e9ed7550e8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasinya bagus tapi susah juga ya dapet gratis ongkir, semoga kedepannya Tokopedia lebi royal lagi kalo tentang gratis ongkir. Tapi sekalinya kasi diskon ga maen-maen, kerenn, sering-sering kasi diskon deh ya biar betah di Tokopedia dan ga pindah kemana-mana lagi.",5,287,3.300.0,2025-03-01 21:31:39,"Hi Toppers, terima kasih untuk rating dan ulasan baiknya, ya! Kami akan terus meningkatkan performa aplikasi, fitur serta layanan agar bisa memberikan pengalaman bertransaksi terbaik bagi semua pengguna. Yuk tingkatkan terus transaksi kamu!",2025-03-01 22:07:07,3.300.0
f9ad1b57-0f12-4c8e-8ade-711f2d709a1c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,makin update koq di klik malah makin lemot... malah error muter2 gk tampil full.. jd males mau beli buka2 toped...,5,2,3.305.0,2025-03-27 04:54:12,"Toppers, terima kasih atas rating yang kamu berikan serta kepercayaan kamu dalam memilih Tokopedia sebagai tempat berbelanja online. Jika kamu punya kritik/saran, atau ada kendala pada aplikasi Tokopedia, silakan info melalui http://tokopedia.com/help",2025-03-27 05:27:04,3.305.0
074342fe-ec36-41ea-b8de-a9667a455f9a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ok tokopedia bagus namun saya lebih baik kembali lagi ke shoope karna minim bug apalagi saya jarang berbelanja di tokopedia karna sering tidak mendapatkan voucer gratis ongkir dan kadang voucer saya hilang entah kemana dan di tokopedia banyak seler yang menguntungkan pembatalan otomatis yang membuat paket lebih lama sampai, saya sudah ajukan ini ke tokopedia care namun ujung ujung nya tidak tidak terlalu membantu itu saja yang saya alami di tokopedia ini mungkin orang lain ada yang lebih baik",5,64,3.297.0,2025-02-01 06:25:02,"Toppers, terima kasih atas rating yang kamu berikan serta kepercayaan kamu dalam memilih Tokopedia sebagai tempat berbelanja online. Jika kamu punya kritik/saran, atau ada kendala pada aplikasi Tokopedia, silakan info melalui http://tokopedia.com/help",2025-02-01 06:47:02,3.297.0
50fb5fa6-bf6b-4916-935c-47f26e2c0f4f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,3.305.0,2025-04-12 22:25:58,"Hi Toppers, terima kasih untuk rating dan ulasan baiknya, ya! Kami akan terus meningkatkan performa aplikasi, fitur serta layanan agar bisa memberikan pengalaman bertransaksi terbaik bagi semua pengguna. Yuk tingkatkan terus transaksi kamu!",2025-04-12 22:47:25,3.305.0
2c7b7327-1b4c-4783-8677-5bdc161deaa4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Saya suka barangnya lengkap dan produk2nya original.. cuma saran metode penggabungan pembayaran bisa diaktifkan kembali seperti pembayaran gopay dengan VA dan lainnya,5,0,3.305.0,2025-04-13 00:44:00,"Toppers, terima kasih atas rating yang kamu berikan serta kepercayaan kamu dalam memilih Tokopedia sebagai tempat berbelanja online. Jika kamu punya kritik/saran, atau ada kendala pada aplikasi Tokopedia, silakan info melalui http://tokopedia.com/help",2025-04-13 01:07:01,3.305.0
f6e599e7-0485-494d-a19a-47dab2f8727a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sarana belanja online yg aman dan terpercaya. Sudah 10 tahun an lebih. tidak mengecewakan dalam mengatasi permasalahan yg ada untuk complain produk, ekpedisi.dan lainnya. Dan terselesaikan dengan senyum kepuasan atas keputusan pihak Toped yg memberikan keamanan untuk konsumen. sukses selalu Tokopedia. Aamiin",5,18,3.297.0,2025-02-06 06:02:48,"Toppers, terima kasih atas rating yang kamu berikan serta kepercayaan kamu dalam memilih Tokopedia sebagai tempat berbelanja online. Jika kamu punya kritik/saran, atau ada kendala pada aplikasi Tokopedia, silakan info melalui http://tokopedia.com/help",2025-02-06 06:27:05,3.297.0
cfa8767b-4fb2-40ed-b0e4-0fa70723eec0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tokopedia adakah toko terbaik jual beli barang bekas. no tipu-tipu no drama komunikasi juga mudah terimakasih Tokopedia semoga kedepannya makin besar. dan bisa berkerjasama dengan toko online bekas lain di luar negeri.,5,0,3.305.0,2025-04-10 09:53:22,"Hi Toppers, terima kasih untuk rating dan ulasan baiknya, ya! Kami akan terus meningkatkan performa aplikasi, fitur serta layanan agar bisa memberikan pengalaman bertransaksi terbaik bagi semua pengguna. Yuk tingkatkan terus transaksi kamu!",2025-04-10 10:27:02,3.305.0
